protein_a,protein_b,interaction_score,experiment_approach,pubmed_id,GO_a,GO_b
b1286,b3303,405,Two-hybrid,PUBMED:24561554,GO:0003723|GO:0004527|GO:0005515|GO:0005737|GO:0005829|GO:0006401|GO:0006402|GO:0008408|GO:0008859|GO:0016078,GO:0000028|GO:0002181|GO:0003723|GO:0003735|GO:0005515|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0015935|GO:0019843|GO:0022627|GO:0046677|GO:1990145|GO:1990904
b1603,b3306,317,Two-hybrid,PUBMED:24561554,GO:0000166|GO:0005515|GO:0005886|GO:0006740|GO:0008750|GO:0016491|GO:0046983|GO:0050661|GO:0120029|GO:1902600,GO:0000028|GO:0002181|GO:0003735|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0006417|GO:0019843|GO:0022627|GO:0043488|GO:1990904
b1089,b3306,997,Two-hybrid,PUBMED:24561554,GO:0000027|GO:0000302|GO:0002181|GO:0003735|GO:0005515|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0009314|GO:0015934|GO:0022625|GO:1990904,GO:0000028|GO:0002181|GO:0003735|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0006417|GO:0019843|GO:0022627|GO:0043488|GO:1990904
b2249,b3306,155,Two-hybrid,PUBMED:24561554,unknown,GO:0000028|GO:0002181|GO:0003735|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0006417|GO:0019843|GO:0022627|GO:0043488|GO:1990904
b3316,b2608,964,Two-hybrid,PUBMED:24561554,GO:0000028|GO:0000049|GO:0002181|GO:0003723|GO:0003735|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0015935|GO:0019843|GO:0022627|GO:1990904,GO:0000028|GO:0005515|GO:0005737|GO:0005829|GO:0005840|GO:0006364|GO:0019843|GO:0030490|GO:0042254|GO:0042274|GO:0043022
b3454,b2608,151,Two-hybrid,PUBMED:24561554,GO:0005304|GO:0005524|GO:0006865|GO:0015188|GO:0015190|GO:0015658|GO:0015803|GO:0015807|GO:0015823|GO:0016020|GO:0016887|GO:0055052|GO:1903714|GO:1903785,GO:0000028|GO:0005515|GO:0005737|GO:0005829|GO:0005840|GO:0006364|GO:0019843|GO:0030490|GO:0042254|GO:0042274|GO:0043022
b3449,b2567,281,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005737|GO:0006071|GO:0006629|GO:0008081|GO:0008889|GO:0016787|GO:0046872|GO:0047389|GO:0047395,GO:0000287|GO:0003723|GO:0003725|GO:0004519|GO:0004521|GO:0004525|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006364|GO:0006396|GO:0006397|GO:0008033|GO:0010468|GO:0019843|GO:0019899|GO:0042803|GO:0046872
b2318,b0172,274,Two-hybrid,PUBMED:24561554,GO:0000049|GO:0001522|GO:0003723|GO:0006396|GO:0008033|GO:0009982|GO:0016853|GO:0031119|GO:0042803|GO:0106029|GO:0140098|GO:0160147,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023
b2518,b0172,720,Two-hybrid,PUBMED:24561554,GO:0004550|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006163|GO:0006183|GO:0006220|GO:0006228|GO:0006241|GO:0009117|GO:0016301|GO:0016310|GO:0046872,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023
b3983,b0172,999,Two-hybrid,PUBMED:24561554,GO:0000027|GO:0002181|GO:0003735|GO:0005515|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0006415|GO:0015968|GO:0019843|GO:0022625|GO:0070180|GO:1990904,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023
b3701,b0172,381,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003887|GO:0005515|GO:0005737|GO:0005829|GO:0006260|GO:0006261|GO:0006271|GO:0006974|GO:0008408|GO:0009360|GO:0030174|GO:0030894|GO:0032297|GO:0042276|GO:0042802|GO:0042803|GO:0044787|GO:1990078|GO:1990085,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023
b2525,b0172,201,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005829|GO:0009055|GO:0016226|GO:0022900|GO:0046872|GO:0051537|GO:0140647,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023
b3734,b0172,693,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005886|GO:0006754|GO:0015986|GO:0016020|GO:0042777|GO:0043531|GO:0045259|GO:0045261|GO:0046933|GO:0046961|GO:1902600,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023
b1651,b0172,189,Two-hybrid,PUBMED:24561554,GO:0004462|GO:0005515|GO:0005737|GO:0005829|GO:0009636|GO:0016151|GO:0016829|GO:0019243|GO:0042803|GO:0046872,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023
b0605,b0172,361,Two-hybrid,PUBMED:24561554,GO:0004601|GO:0005515|GO:0005737|GO:0005829|GO:0006979|GO:0008379|GO:0009321|GO:0009970|GO:0016020|GO:0016684|GO:0019290|GO:0032843|GO:0033194|GO:0033195|GO:0042744|GO:0042802|GO:0045454|GO:0051920|GO:0098869|GO:0102039,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023
b1482,b0172,159,Two-hybrid,PUBMED:24561554,GO:0004601|GO:0005737|GO:0005829|GO:0006972|GO:0006979|GO:0033194|GO:0042803|GO:0051920|GO:0098869,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023
b2471,b0172,171,Two-hybrid,PUBMED:24561554,GO:0005829,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023
b2093,b0172,197,Two-hybrid,PUBMED:24561554,GO:0005737|GO:0005829|GO:0008982|GO:0009401|GO:0015796|GO:0016740|GO:0019402|GO:0090563|GO:0090584|GO:1902495,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023
b1518,b0172,239,Two-hybrid,PUBMED:24561554,GO:0002952|GO:0005737|GO:0005829|GO:0009372|GO:0016491|GO:0016853|GO:0016861,GO:0002184|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0006415|GO:0043023
b2125,b0146,542,Two-hybrid,PUBMED:24561554,GO:0000156|GO:0000160|GO:0000976|GO:0003677|GO:0005515|GO:0005829|GO:0006355|GO:0032993,GO:0003677|GO:0005515|GO:0009891
b2125,b0146,542,Affinity Capture-Western,PUBMED:24561554,GO:0000156|GO:0000160|GO:0000976|GO:0003677|GO:0005515|GO:0005829|GO:0006355|GO:0032993,GO:0003677|GO:0005515|GO:0009891
b3035,b0740,905,Two-hybrid,PUBMED:24561554,GO:0005216|GO:0005515|GO:0009279|GO:0009410|GO:0009636|GO:0014070|GO:0015125|GO:0015288|GO:0015562|GO:0015721|GO:0016020|GO:0019867|GO:0030288|GO:0034220|GO:0042802|GO:0042930|GO:0042931|GO:0046677|GO:0055085|GO:0098567|GO:0140330|GO:1990196|GO:1990281|GO:1990961,GO:0005515|GO:0015031|GO:0016020|GO:0017038|GO:0019904|GO:0030288|GO:0032153|GO:0032991|GO:0042597|GO:0043213|GO:0044877|GO:0051301|GO:0071237|GO:0090529|GO:1905153
b2346,b1261,277,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0009279|GO:0016020|GO:0120010,GO:0000162|GO:0004834|GO:0005737|GO:0005829|GO:0006568|GO:0009073|GO:0016829|GO:0030170|GO:0042802|GO:0042803
b3967,b1703,172,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0008360|GO:0008881|GO:0009252|GO:0016853|GO:0071555,GO:0000166|GO:0004674|GO:0005515|GO:0005524|GO:0005829|GO:0006468|GO:0006470|GO:0016310|GO:0016772|GO:0016776|GO:0030234|GO:0043531
b2325,b1703,303,Two-hybrid,PUBMED:24561554,GO:0005829,GO:0000166|GO:0004674|GO:0005515|GO:0005524|GO:0005829|GO:0006468|GO:0006470|GO:0016310|GO:0016772|GO:0016776|GO:0030234|GO:0043531
b3722,b3170,298,Two-hybrid,PUBMED:24561554,GO:0005886|GO:0008982|GO:0009401|GO:0015771|GO:0016301|GO:0016310|GO:0090589,GO:0000028|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0042254|GO:0042274
b2118,b3170,169,Two-hybrid,PUBMED:24561554,unknown,GO:0000028|GO:0005515|GO:0005737|GO:0005829|GO:0006412|GO:0042254|GO:0042274
b2306,b0413,171,Two-hybrid,PUBMED:24561554,GO:0003333|GO:0005291|GO:0005524|GO:0005886|GO:0006865|GO:0015424|GO:0016020|GO:0016887|GO:0043190|GO:0055052|GO:0089709|GO:0089718|GO:1903810,GO:0003677|GO:0003690|GO:0005524|GO:0008270|GO:0045892|GO:0046872
b4093,b0413,343,Two-hybrid,PUBMED:24561554,GO:0008080|GO:0016746|GO:0016747|GO:0033051|GO:0061733,GO:0003677|GO:0003690|GO:0005524|GO:0008270|GO:0045892|GO:0046872
b1233,b0413,454,Two-hybrid,PUBMED:24561554,GO:0005515,GO:0003677|GO:0003690|GO:0005524|GO:0008270|GO:0045892|GO:0046872
b3284,b1108,406,Two-hybrid,PUBMED:24561554,unknown,GO:0005515|GO:0005829
b1324,b1108,578,Two-hybrid,PUBMED:24561554,GO:0004601|GO:0005515|GO:0005737|GO:0005829|GO:0008379|GO:0032843|GO:0034599|GO:0042597|GO:0098869|GO:0140824,GO:0005515|GO:0005829
b1324,b1108,578,Affinity Capture-Western,PUBMED:24561554,GO:0004601|GO:0005515|GO:0005737|GO:0005829|GO:0008379|GO:0032843|GO:0034599|GO:0042597|GO:0098869|GO:0140824,GO:0005515|GO:0005829
b1324,b1108,578,Affinity Capture-Luminescence,PUBMED:24561554,GO:0004601|GO:0005515|GO:0005737|GO:0005829|GO:0008379|GO:0032843|GO:0034599|GO:0042597|GO:0098869|GO:0140824,GO:0005515|GO:0005829
b2032,b1108,497,Two-hybrid,PUBMED:24561554,GO:0005886|GO:0009103|GO:0016740|GO:0016757|GO:0045226,GO:0005515|GO:0005829
b3704,b0119,343,Two-hybrid,PUBMED:24561554,GO:0000049|GO:0001682|GO:0003723|GO:0004519|GO:0004526|GO:0006396|GO:0008033|GO:0030677|GO:0042780|GO:0042781,GO:0005515
b3357,b0119,845,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003680|GO:0003700|GO:0005515|GO:0005829|GO:0006351|GO:0006355|GO:0008301|GO:0030552|GO:0032993|GO:0042802|GO:0043565|GO:0045013|GO:0045892|GO:0045893,GO:0005515
b3357,b0119,845,Affinity Capture-Western,PUBMED:24561554,GO:0003677|GO:0003680|GO:0003700|GO:0005515|GO:0005829|GO:0006351|GO:0006355|GO:0008301|GO:0030552|GO:0032993|GO:0042802|GO:0043565|GO:0045013|GO:0045892|GO:0045893,GO:0005515
b4058,b0779,999,Two-hybrid,PUBMED:24561554,GO:0000715|GO:0003677|GO:0003824|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006281|GO:0006289|GO:0006294|GO:0008270|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802|GO:0046872|GO:1990391,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802
b1712,b0779,237,Two-hybrid,PUBMED:24561554,GO:0000976|GO:0001216|GO:0003677|GO:0005737|GO:0005829|GO:0006310|GO:0006351|GO:0006355|GO:0006417|GO:0009295|GO:0030527|GO:0032993|GO:0043565|GO:0045893|GO:1990177,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802
b0956,b0779,542,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0005515|GO:0005543|GO:0005737|GO:0006355|GO:0007059|GO:0042803|GO:0043565|GO:0051276|GO:0051289|GO:0051301|GO:0097047,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802
b0687,b0779,508,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003688|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0007062|GO:0008156|GO:0009314|GO:0010385|GO:0032297|GO:0032991|GO:0042802|GO:0042803|GO:0043565|GO:0044729|GO:0090143|GO:1990097,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802
b0687,b0779,508,Affinity Capture-Western,PUBMED:24561554,GO:0003677|GO:0003688|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0007062|GO:0008156|GO:0009314|GO:0010385|GO:0032297|GO:0032991|GO:0042802|GO:0042803|GO:0043565|GO:0044729|GO:0090143|GO:1990097,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802
b1258,b0779,155,Two-hybrid,PUBMED:24561554,GO:0006974|GO:0042803,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802
b0467,b0779,542,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0005515|GO:0006261|GO:0006268|GO:0006269|GO:0006270|GO:0031297|GO:1990077|GO:1990159|GO:1990160,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802
b2675,b0779,209,Two-hybrid,PUBMED:24561554,GO:0004748|GO:0005524|GO:0005971|GO:0009185|GO:0009263|GO:0009265|GO:0015949|GO:0016491,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802
b2028,b0779,499,Two-hybrid,PUBMED:24561554,GO:0000271|GO:0003979|GO:0005515|GO:0006065|GO:0009103|GO:0009242|GO:0016491|GO:0016616|GO:0051287,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802
b2028,b0779,499,Affinity Capture-Western,PUBMED:24561554,GO:0000271|GO:0003979|GO:0005515|GO:0006065|GO:0009103|GO:0009242|GO:0016491|GO:0016616|GO:0051287,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802
b1836,b0422,499,Two-hybrid,PUBMED:24561554,GO:0005515,GO:0004527|GO:0005515|GO:0005737|GO:0005829|GO:0006298|GO:0006308|GO:0008855|GO:0009318
b1836,b0422,499,Affinity Capture-Western,PUBMED:24561554,GO:0005515,GO:0004527|GO:0005515|GO:0005737|GO:0005829|GO:0006298|GO:0006308|GO:0008855|GO:0009318
b3304,b3866,343,Two-hybrid,PUBMED:24561554,GO:0002181|GO:0003735|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0008097|GO:0019843|GO:0022625|GO:1990904,GO:0005096|GO:0005515|GO:0005829|GO:0042254|GO:0090071
b0587,b0006,343,Two-hybrid,PUBMED:24561554,GO:0004713|GO:0005886|GO:0006826|GO:0015620|GO:0015685|GO:0016020,GO:0000217|GO:0003677|GO:0005737|GO:0005829|GO:0033194
b2566,b0956,542,Two-hybrid,PUBMED:24561554,GO:0000028|GO:0003723|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005829|GO:0005886|GO:0006468|GO:0009898|GO:0019843|GO:0042254|GO:0042274|GO:0043024|GO:0070181|GO:0097216,GO:0003677|GO:0005515|GO:0005543|GO:0005737|GO:0006355|GO:0007059|GO:0042803|GO:0043565|GO:0051276|GO:0051289|GO:0051301|GO:0097047
b2573,b0956,542,Two-hybrid,PUBMED:24561554,GO:0000345|GO:0003677|GO:0005515|GO:0005737|GO:0005886|GO:0006351|GO:0006352|GO:0006355|GO:0006970|GO:0009266|GO:0016987|GO:0036460|GO:0045892|GO:0090605|GO:1903865|GO:2000142,GO:0003677|GO:0005515|GO:0005543|GO:0005737|GO:0006355|GO:0007059|GO:0042803|GO:0043565|GO:0051276|GO:0051289|GO:0051301|GO:0097047
b3021,b0956,546,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0005515|GO:0006355|GO:0042803|GO:0043565|GO:0044010|GO:0046872|GO:0110001,GO:0003677|GO:0005515|GO:0005543|GO:0005737|GO:0006355|GO:0007059|GO:0042803|GO:0043565|GO:0051276|GO:0051289|GO:0051301|GO:0097047
b0058,b0885,150,Two-hybrid,PUBMED:24561554,GO:0000455|GO:0001522|GO:0003723|GO:0006364|GO:0006396|GO:0008033|GO:0009451|GO:0009982|GO:0016853|GO:0031118|GO:0031119|GO:0106029|GO:0120159|GO:0140098|GO:0160142|GO:0160151,GO:0005737|GO:0008914|GO:0016746|GO:0016755|GO:0030163
b0885,b2962,277,Two-hybrid,PUBMED:24561554,GO:0005737|GO:0008914|GO:0016746|GO:0016755|GO:0030163,GO:0005506|GO:0005829|GO:0034599
b3448,b0881,210,Two-hybrid,PUBMED:24561554,GO:0005515,GO:0005515|GO:0006508|GO:0009408|GO:0030163|GO:0051087|GO:0140678
b1744,b4480,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0006525|GO:0008270|GO:0009017|GO:0016787|GO:0016788|GO:0016811|GO:0019544|GO:0019545|GO:0046872,GO:0003677|GO:0003700|GO:0006355|GO:0045892
b1641,b0964,343,Two-hybrid,PUBMED:24561554,GO:0009279|GO:0019867,GO:0030288
b2669,b0964,171,Two-hybrid,PUBMED:24561554,GO:0000976|GO:0001217|GO:0003677|GO:0003680|GO:0003681|GO:0003723|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0009295|GO:0030527|GO:0032993|GO:0045892|GO:0046983,GO:0030288
b1772,b0964,171,Two-hybrid,PUBMED:24561554,GO:0005829|GO:0006974|GO:0008673|GO:0016301|GO:0016310|GO:0016772|GO:0019200|GO:0019698|GO:0042803|GO:0042840|GO:0046835,GO:0030288
b0098,b0736,761,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005737|GO:0005886|GO:0006605|GO:0006612|GO:0006886|GO:0008270|GO:0008564|GO:0009306|GO:0009898|GO:0015031|GO:0016020|GO:0017038|GO:0031522|GO:0042802|GO:0043021|GO:0043022|GO:0043952|GO:0046872|GO:0061077|GO:0065002|GO:0070678,GO:0005515|GO:0005886|GO:0006629|GO:0016787|GO:0016790|GO:0047617
b1807,b4373,921,Two-hybrid,PUBMED:24561554,GO:0000408|GO:0002949|GO:0005515|GO:0005737|GO:0005829|GO:0008033|GO:0008237|GO:0042802|GO:1990145,GO:0005737|GO:0006474|GO:0008080|GO:0008999|GO:0016746|GO:0036211|GO:0061733
b3076,b1850,205,Two-hybrid,PUBMED:24561554,GO:0004565|GO:0005515|GO:0005975|GO:0005990|GO:0009056|GO:0009341|GO:0016798|GO:0030246,GO:0005737|GO:0005829|GO:0008675|GO:0008700|GO:0008948|GO:0009255|GO:0016020|GO:0016829|GO:0016833|GO:0042802|GO:0106009
b4355,b1887,999,Two-hybrid,PUBMED:24561554,GO:0004888|GO:0005515|GO:0005886|GO:0006935|GO:0007165|GO:0007172|GO:0009593|GO:0016020|GO:0032110|GO:0042802|GO:0043113|GO:0048870|GO:0050920|GO:0071230|GO:0098561|GO:1902021,GO:0005515|GO:0005737|GO:0005829|GO:0005886|GO:0006935|GO:0007165|GO:0009454|GO:0019904|GO:0051286|GO:0051649|GO:0098561|GO:1901875
b0779,b2243,155,Two-hybrid,PUBMED:24561554,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802,GO:0004368|GO:0005886|GO:0009061|GO:0009331|GO:0016020|GO:0019563|GO:0022900|GO:0046168|GO:0046872|GO:0051536|GO:0051539
b2517,b0095,501,Two-hybrid,PUBMED:24561554,GO:0000049|GO:0002935|GO:0005515|GO:0005737|GO:0005829|GO:0006364|GO:0008033|GO:0008168|GO:0008173|GO:0019843|GO:0030488|GO:0032259|GO:0046677|GO:0046872|GO:0051536|GO:0051539|GO:0070040|GO:0070475,GO:0000917|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005886|GO:0032153|GO:0042802|GO:0043093|GO:0051258|GO:0051301|GO:0090529|GO:1990586
b2517,b0095,501,Affinity Capture-Luminescence,PUBMED:24561554,GO:0000049|GO:0002935|GO:0005515|GO:0005737|GO:0005829|GO:0006364|GO:0008033|GO:0008168|GO:0008173|GO:0019843|GO:0030488|GO:0032259|GO:0046677|GO:0046872|GO:0051536|GO:0051539|GO:0070040|GO:0070475,GO:0000917|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005886|GO:0032153|GO:0042802|GO:0043093|GO:0051258|GO:0051301|GO:0090529|GO:1990586
b4233,b0095,463,Two-hybrid,PUBMED:24561554,GO:0005524|GO:0005576|GO:0005737|GO:0008360|GO:0009252|GO:0009254|GO:0016874|GO:0016881|GO:0042802|GO:0051301|GO:0071555|GO:0097216|GO:0106418,GO:0000917|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005886|GO:0032153|GO:0042802|GO:0043093|GO:0051258|GO:0051301|GO:0090529|GO:1990586
b0599,b0095,235,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0016491|GO:0016614|GO:0016616|GO:0042802|GO:0046872|GO:0047545,GO:0000917|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005886|GO:0032153|GO:0042802|GO:0043093|GO:0051258|GO:0051301|GO:0090529|GO:1990586
b2412,b0095,999,Two-hybrid,PUBMED:24561554,GO:0000917|GO:0005515|GO:0005886|GO:0016020|GO:0032153|GO:0042803|GO:0043093|GO:0051301|GO:0090529|GO:1990586,GO:0000917|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005886|GO:0032153|GO:0042802|GO:0043093|GO:0051258|GO:0051301|GO:0090529|GO:1990586
b1117,b3925,171,Two-hybrid,PUBMED:24561554,GO:0005524|GO:0005886|GO:0016020|GO:0016887|GO:0022857|GO:0043190|GO:0044873|GO:0044874|GO:0055085|GO:0089705|GO:0098797|GO:0140306,GO:0005737|GO:0006071|GO:0006094|GO:0016787|GO:0030145|GO:0030388|GO:0042132|GO:0042803|GO:0046872
b3067,b0064,871,Two-hybrid,PUBMED:24561554,GO:0000345|GO:0003677|GO:0005515|GO:0005737|GO:0005829|GO:0006351|GO:0006352|GO:0006355|GO:0009408|GO:0010468|GO:0016987|GO:0045892|GO:1903865|GO:2000142,GO:0000976|GO:0001217|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0019568|GO:0032993|GO:0042802|GO:0043565|GO:0045892
b3905,b0064,793,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0005737|GO:0006355|GO:0019299|GO:0043565|GO:0045893,GO:0000976|GO:0001217|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0019568|GO:0032993|GO:0042802|GO:0043565|GO:0045892
b4043,b0064,764,Two-hybrid,PUBMED:24561554,GO:0000976|GO:0001217|GO:0003677|GO:0004252|GO:0005515|GO:0005829|GO:0006260|GO:0006281|GO:0006351|GO:0006508|GO:0006974|GO:0009432|GO:0016787|GO:0032993|GO:0042802|GO:0045892,GO:0000976|GO:0001217|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0019568|GO:0032993|GO:0042802|GO:0043565|GO:0045892
b3811,b0064,507,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0005515|GO:0005737|GO:0006276|GO:0006310|GO:0006313|GO:0007059|GO:0009009|GO:0009037|GO:0015074|GO:0042150|GO:0048476|GO:0051301|GO:0071139,GO:0000976|GO:0001217|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0019568|GO:0032993|GO:0042802|GO:0043565|GO:0045892
b3811,b0064,507,Affinity Capture-Western,PUBMED:24561554,GO:0003677|GO:0005515|GO:0005737|GO:0006276|GO:0006310|GO:0006313|GO:0007059|GO:0009009|GO:0009037|GO:0015074|GO:0042150|GO:0048476|GO:0051301|GO:0071139,GO:0000976|GO:0001217|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0019568|GO:0032993|GO:0042802|GO:0043565|GO:0045892
b3811,b0064,507,Affinity Capture-Luminescence,PUBMED:24561554,GO:0003677|GO:0005515|GO:0005737|GO:0006276|GO:0006310|GO:0006313|GO:0007059|GO:0009009|GO:0009037|GO:0015074|GO:0042150|GO:0048476|GO:0051301|GO:0071139,GO:0000976|GO:0001217|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0019568|GO:0032993|GO:0042802|GO:0043565|GO:0045892
b2382,b0064,691,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0006355|GO:0043565,GO:0000976|GO:0001217|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0019568|GO:0032993|GO:0042802|GO:0043565|GO:0045892
b4217,b4062,195,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0006979|GO:0015968|GO:0016036,GO:0000987|GO:0001108|GO:0003677|GO:0003700|GO:0005737|GO:0006355|GO:0043565
b2495,b1334,600,Two-hybrid,PUBMED:24561554,GO:0005829|GO:0008794|GO:0016491,GO:0000976|GO:0001216|GO:0003677|GO:0003700|GO:0005737|GO:0005829|GO:0006355|GO:0009061|GO:0032993|GO:0045893|GO:0046872|GO:0051536|GO:0051539|GO:0071731
b3021,b1334,542,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0005515|GO:0006355|GO:0042803|GO:0043565|GO:0044010|GO:0046872|GO:0110001,GO:0000976|GO:0001216|GO:0003677|GO:0003700|GO:0005737|GO:0005829|GO:0006355|GO:0009061|GO:0032993|GO:0045893|GO:0046872|GO:0051536|GO:0051539|GO:0071731
b2719,b0817,853,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0006007|GO:0008137|GO:0009061|GO:0009326|GO:0015944|GO:0016491|GO:0019645|GO:0046872|GO:0048038|GO:0051539|GO:1902600,GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0006355|GO:0045892|GO:0046914|GO:0046983|GO:2000144
b4280,b0817,682,Two-hybrid,PUBMED:24561554,GO:0000166|GO:0003824|GO:0005515|GO:0006974|GO:0016829|GO:0016836|GO:0019262|GO:0042803,GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0006355|GO:0045892|GO:0046914|GO:0046983|GO:2000144
